category,year,month,mean_value,mean_cpi_yoy,series_count,year_month,mean_value_lag1,mean_value_lag12,mean_cpi_yoy_lag1,mean_cpi_yoy_roll3,mean_cpi_yoy_roll6,avg_mfn_rate,median_mfn_rate,codes_with_tariffs,avg_mfn_rate_missing,avg_mfn_rate_lag1,mean_value_missing,mean_cpi_yoy_missing,mean_value_is_missing,series_count_is_missing,mean_value_lag1_is_missing,mean_cpi_yoy_lag1_is_missing,mean_cpi_yoy_roll3_is_missing,mean_cpi_yoy_roll6_is_missing,avg_mfn_rate_is_missing,median_mfn_rate_is_missing,codes_with_tariffs_is_missing,avg_mfn_rate_lag1_is_missing
Commodities Services Special,2023,10,267.51256896551723,2.0713793103448275,116,2023-10-01,268.84236206896554,262.3347327586207,2.3438793103448274,1.928362068965517,1.0205172413793104,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,11,265.3549655172414,2.483793103448276,116,2023-11-01,267.51256896551723,261.38914655172414,2.0713793103448275,2.3010632183908046,1.1611781609195402,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,12,263.9990344827586,1.4995689655172413,116,2023-12-01,265.3549655172414,257.38092241379314,2.483793103448276,2.299683908045977,1.6777729885057473,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2024,1,265.5459095477387,0.9704310344827586,199,2024-01-01,263.9990344827586,259.9282010050252,1.4995689655172413,2.0182471264367816,1.9733045977011492,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,2,267.0839246231156,1.521551724137931,199,2024-02-01,265.5459095477387,262.355959798995,0.9704310344827586,1.651264367816092,1.9761637931034484,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,3,268.47143216080406,1.8845689655172413,199,2024-03-01,267.0839246231156,261.76524120603017,1.521551724137931,1.33051724137931,1.815100574712644,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,4,271.6865948275862,2.401724137931035,116,2024-04-01,268.47143216080406,263.71915517241376,1.8845689655172413,1.4588505747126437,1.7385488505747126,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,5,271.61056896551725,2.2193965517241376,116,2024-05-01,271.6865948275862,263.5942068965517,2.401724137931035,1.935948275862069,1.7936063218390803,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,6,270.53394827586203,1.66,116,2024-06-01,271.61056896551725,264.38943103448275,2.2193965517241376,2.168563218390805,1.7495402298850573,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,7,270.7689137931034,0.996810344827586,116,2024-07-01,270.53394827586203,264.75302586206897,1.66,2.093706896551724,1.776278735632184,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,8,270.2945172413793,0.3668965517241379,116,2024-08-01,270.7689137931034,267.64116379310343,0.996810344827586,1.6254022988505743,1.7806752873563216,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,9,269.73374137931035,0.3816379310344828,116,2024-09-01,270.2945172413793,268.84236206896554,0.3668965517241379,1.0079022988505748,1.5882327586206897,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,10,269.5491551724138,1.0916379310344828,116,2024-10-01,269.73374137931035,267.51256896551723,0.3816379310344828,0.5817816091954023,1.337744252873563,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,11,268.9688103448276,1.4795689655172413,116,2024-11-01,269.5491551724138,265.3549655172414,1.0916379310344828,0.6133908045977012,1.1193965517241378,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2024,12,269.19541379310346,1.0089655172413792,116,2024-12-01,268.9688103448276,263.9990344827586,1.4795689655172413,0.9842816091954024,0.9960919540229884,0.0,0.0,1073.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Commodities Services Special,2025,1,270.77633668341707,1.2948275862068963,199,2025-01-01,269.19541379310346,265.5459095477387,1.0089655172413792,1.193390804597701,0.8875862068965518,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,2,272.3806582914573,0.8091379310344827,199,2025-02-01,270.77633668341707,267.0839246231156,1.2948275862068963,1.2611206896551723,0.9372557471264368,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,3,271.5825125628141,0.0061206896551723,199,2025-03-01,272.3806582914573,268.47143216080406,0.8091379310344827,1.0376436781609195,1.010962643678161,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,4,273.0732844827586,0.2356896551724138,116,2025-04-01,271.5825125628141,271.6865948275862,0.0061206896551723,0.7033620689655172,0.9483764367816092,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,5,273.1468017241379,0.6143965517241379,116,2025-05-01,273.0732844827586,271.61056896551725,0.2356896551724138,0.3503160919540231,0.8057183908045977,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,6,274.09232758620686,0.9906896551724138,116,2025-06-01,273.1468017241379,270.53394827586203,0.6143965517241379,0.2854022988505748,0.6615229885057471,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,7,274.2003620689655,1.196293103448276,116,2025-07-01,274.09232758620686,270.7689137931034,0.9906896551724138,0.6135919540229886,0.6584770114942529,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,8,274.9653793103448,1.737413793103448,116,2025-08-01,274.2003620689655,270.2945172413793,1.196293103448276,0.933793103448276,0.6420545977011495,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,9,276.25281896551724,2.30698275862069,116,2025-09-01,274.9653793103448,269.73374137931035,1.737413793103448,1.308132183908046,0.7967672413793103,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2025,11,275.3917155172414,2.3136206896551723,116,2025-11-01,270.43318417510574,268.9688103448276,2.2528612490201203,2.0221982758620696,1.3691551724137931,0.0,0.0,1417.5,1,0.0,0,0,0,0,1,1,0,0,1,1,1,0
Commodities Services Special,2025,12,274.5013362068965,1.2621551724137932,116,2025-12-01,275.3917155172414,269.19541379310346,2.3136206896551723,2.310301724137932,1.709,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2023,1,267.05459004739333,11.062247191011236,422,2023-01-01,266.1620297397769,242.8512209026128,2.2528612490201203,2.3010632183908046,2.444925650557621,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1
Food,2023,2,268.42890995260666,10.01494382022472,422,2023-02-01,267.05459004739333,250.1839289099526,11.062247191011236,11.062247191011236,11.062247191011236,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,3,267.35781990521326,8.314756554307117,422,2023-03-01,268.42890995260666,249.49360663507107,10.01494382022472,10.53859550561798,10.53859550561798,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,4,267.5480743494424,6.974232209737828,269,2023-04-01,267.35781990521326,249.56377323420077,8.314756554307117,9.797315855181024,9.797315855181024,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,5,268.3535724907063,8.101449814126394,269,2023-05-01,267.5480743494424,252.69004460966545,6.974232209737828,8.434644194756556,9.091544943820224,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,6,268.3638884758364,6.808104089219332,269,2023-06-01,268.3535724907063,256.97817228464424,8.101449814126394,7.796812859390446,8.893525917881458,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,7,269.87349438202244,3.9630711610486897,267,2023-07-01,268.3638884758364,259.4282621722847,6.808104089219332,7.29459537102785,8.545955613104438,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,8,269.8535353159851,5.306914498141264,269,2023-08-01,269.87349438202244,261.82119475655435,3.9630711610486897,6.290875021464806,7.36275960811068,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,9,270.1711598513011,4.71089219330855,269,2023-09-01,269.8535353159851,264.1478164794008,5.306914498141264,5.359363249469761,6.578088054430103,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,10,271.0011152416357,4.870520446096655,269,2023-10-01,270.1711598513011,265.23679104477617,4.71089219330855,4.660292617499501,5.977443994263676,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,11,270.33242007434944,1.882639405204461,269,2023-11-01,271.0011152416357,265.2702973977695,4.870520446096655,4.96277571251549,5.626825366990147,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2023,12,270.0814721189591,3.902156133828997,269,2023-12-01,270.33242007434944,266.1620297397769,1.882639405204461,3.821350681536555,4.590356965503158,0.0,0.0,1950.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Food,2024,1,270.57571327014216,1.2612267657992564,422,2024-01-01,270.0814721189591,267.05459004739333,3.902156133828997,3.551771995043371,4.106032306271437,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,2,271.7131232227488,1.3061338289962827,422,2024-02-01,270.57571327014216,268.42890995260666,1.2612267657992564,2.348674101610905,3.6557249070631967,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,3,271.19814928909955,1.4468773234200742,422,2024-03-01,271.7131232227488,267.35781990521326,1.3061338289962827,2.1565055762081786,2.988928128872367,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,4,271.6489330855018,1.4216728624535315,269,2024-04-01,271.19814928909955,267.5480743494424,1.4468773234200742,1.3380793060718712,2.444925650557621,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,5,271.83383271375465,1.404200743494424,269,2024-05-01,271.6489330855018,268.3535724907063,1.4216728624535315,1.3915613382899628,1.8701177199504335,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,6,272.3989553903346,1.3631970260223047,269,2024-06-01,271.83383271375465,268.3638884758364,1.404200743494424,1.4242503097893433,1.790377942998761,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,7,273.2472342007435,1.4379553903345723,269,2024-07-01,272.3989553903346,269.87349438202244,1.3631970260223047,1.39635687732342,1.3672180916976455,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,8,273.34840520446096,1.2879553903345724,269,2024-08-01,273.2472342007435,269.8535353159851,1.4379553903345723,1.4017843866171005,1.3966728624535316,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,9,274.2927397769517,1.362007434944238,269,2024-09-01,273.34840520446096,270.1711598513011,1.2879553903345724,1.3630359355638166,1.39364312267658,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,10,274.99439776951675,1.7209665427509293,269,2024-10-01,274.2927397769517,271.0011152416357,1.362007434944238,1.362639405204461,1.3794981412639409,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,11,274.67275836431224,1.7118587360594797,269,2024-11-01,274.99439776951675,270.33242007434944,1.7209665427509293,1.4569764560099134,1.4293804213135068,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2024,12,274.81765427509293,1.886171003717472,269,2024-12-01,274.67275836431224,270.0814721189591,1.7118587360594797,1.598277571251549,1.4806567534076829,0.0,0.0,1911.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Food,2025,1,276.279672985782,1.9170260223048323,422,2025-01-01,274.81765427509293,270.57571327014216,1.886171003717472,1.7729987608426272,1.567819083023544,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,2,278.1101587677725,2.0323048327137547,422,2025-02-01,276.279672985782,271.7131232227488,1.9170260223048323,1.8383519206939285,1.6476641883519207,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,3,277.86631279620855,2.319182156133829,422,2025-03-01,278.1101587677725,271.19814928909955,2.0323048327137547,1.9451672862453533,1.7717224287484512,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,4,277.2164460966543,1.9722676579925649,269,2025-04-01,277.86631279620855,271.6489330855018,2.319182156133829,2.0895043370508053,1.931251548946716,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,5,278.05353159851296,2.143866171003717,269,2025-05-01,277.2164460966543,271.83383271375465,1.9722676579925649,2.107918215613383,1.9731350681536557,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,6,279.83320599250936,2.2659550561797754,267,2025-06-01,278.05353159851296,272.3989553903346,2.143866171003717,2.145105328376704,2.0451363073110285,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,7,280.8066292134831,2.457865168539326,267,2025-07-01,279.83320599250936,273.2472342007435,2.2659550561797754,2.127362961725353,2.108433649388079,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,8,282.53793258426964,2.7839325842696625,267,2025-08-01,280.8066292134831,273.34840520446096,2.457865168539326,2.289228798574273,2.198573507093828,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,9,282.88710037174724,2.9165055762081784,269,2025-09-01,282.53793258426964,274.2927397769517,2.7839325842696625,2.502584269662921,2.323844799019813,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Food,2025,11,281.77952059925093,2.461760299625468,267,2025-11-01,270.43318417510574,274.67275836431224,2.2528612490201203,2.8502190802389205,2.5136249112401323,0.0,0.0,1417.5,1,0.0,0,0,0,0,1,1,0,0,1,1,1,0
Food,2025,12,282.6110594795539,3.065278810408922,269,2025-12-01,281.77952059925093,274.81765427509293,2.461760299625468,2.689132937916823,2.5772037369644822,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2023,1,230.4129679144385,7.903063063063063,187,2023-01-01,229.4064375,213.68002702702705,2.2528612490201203,2.3010632183908046,2.444925650557621,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1
Housing,2023,2,229.626679144385,5.947857142857143,187,2023-02-01,230.4129679144385,218.41684782608692,7.903063063063063,7.903063063063063,7.903063063063063,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,3,229.3937925531915,4.535178571428571,188,2023-03-01,229.626679144385,219.5966847826087,5.947857142857143,6.925460102960103,6.925460102960103,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,4,228.88126315789475,2.630357142857143,114,2023-04-01,229.3937925531915,221.57615044247788,4.535178571428571,6.128699592449593,6.128699592449593,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,5,228.7005701754386,0.8839285714285714,114,2023-05-01,228.88126315789475,226.7411681415929,2.630357142857143,4.371130952380953,5.25411398005148,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,6,228.67138596491228,0.991875,114,2023-06-01,228.7005701754386,229.3296725663717,0.8839285714285714,2.683154761904762,4.380076898326898,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,7,230.3570350877193,0.5400892857142858,114,2023-07-01,228.67138596491228,227.74016216216216,0.991875,1.5020535714285714,3.815376581939082,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,8,231.72900869565217,0.4360714285714286,115,2023-08-01,230.3570350877193,228.4939203539823,0.5400892857142858,0.8052976190476192,2.588214285714286,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,9,233.46461946902656,0.6456756756756757,113,2023-09-01,231.72900869565217,229.19810810810813,0.4360714285714286,0.6560119047619049,1.6695833333333334,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,10,231.3518596491228,0.29875,114,2023-10-01,233.46461946902656,231.87212280701752,0.6456756756756757,0.54061212998713,1.0213328507078507,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,11,231.13634821428573,-0.2845045045045045,112,2023-11-01,231.3518596491228,230.6434642857143,0.29875,0.4601657014157014,0.6327316602316603,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2023,12,230.4752072072072,0.8615315315315315,111,2023-12-01,231.13634821428573,229.4064375,-0.2845045045045045,0.2199737237237237,0.4379928142428142,0.0,0.0,1420.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Housing,2024,1,232.15367027027028,-0.6016216216216216,185,2024-01-01,230.4752072072072,230.4129679144385,0.8615315315315315,0.2919256756756757,0.4162689028314028,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,2,232.77217741935485,0.2285840707964601,186,2024-02-01,232.15367027027028,229.626679144385,-0.6016216216216216,-0.0081981981981981,0.2259837516087516,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,3,233.3187741935484,0.8007964601769911,186,2024-03-01,232.77217741935485,229.3937925531915,0.2285840707964601,0.1628313269021233,0.1914025253129235,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,4,233.80061403508773,0.9443362831858408,114,2024-04-01,233.3187741935484,228.88126315789475,0.8007964601769911,0.1425863031172765,0.2172559893964761,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,5,233.45109009009008,0.5643243243243242,111,2024-05-01,233.80061403508773,228.7005701754386,0.9443362831858408,0.657905604719764,0.3248537032607829,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,6,234.03665765765768,0.8954054054054054,111,2024-06-01,233.45109009009008,228.67138596491228,0.5643243243243242,0.7698190225623854,0.4663251747322544,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,7,236.1058761061947,0.7635714285714286,113,2024-07-01,234.03665765765768,230.3570350877193,0.8954054054054054,0.8013553376385234,0.4719708203779,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,8,234.616375,0.177027027027027,112,2024-08-01,236.1058761061947,231.72900869565217,0.7635714285714286,0.7411003861003861,0.6995029954100751,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,9,234.9477610619469,0.5611607142857142,113,2024-09-01,234.616375,233.46461946902656,0.177027027027027,0.612001287001287,0.6909101547818363,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,10,234.9137807017544,0.9831858407079648,114,2024-10-01,234.9477610619469,231.3518596491228,0.5611607142857142,0.5005863899613899,0.6509708637999567,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,11,235.08729203539824,1.2242857142857144,113,2024-11-01,234.9137807017544,231.13634821428573,0.9831858407079648,0.5737911940069019,0.657445790053644,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2024,12,235.4787207207207,0.8175675675675675,111,2024-12-01,235.08729203539824,230.4752072072072,1.2242857142857144,0.922877423093131,0.767439355047209,0.0,0.0,1415.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,2025,1,237.2339010989011,0.9827927927927927,182,2025-01-01,235.4787207207207,232.15367027027028,0.8175675675675675,1.0083463741870822,0.7544663820742361,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,2,239.50579120879124,1.526126126126126,182,2025-02-01,237.2339010989011,232.77217741935485,0.9827927927927927,1.0082153582153583,0.7910032761111302,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,3,238.72515934065933,1.8192792792792796,182,2025-03-01,239.50579120879124,233.3187741935484,1.526126126126126,1.1088288288288288,1.01585312596098,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,4,239.56692792792796,2.007747747747748,111,2025-04-01,238.72515934065933,233.80061403508773,1.8192792792792796,1.4427327327327326,1.2255395534599076,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,5,241.20533928571427,2.386071428571429,112,2025-05-01,239.56692792792796,233.45109009009008,2.007747747747748,1.7843843843843843,1.396299871299871,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,6,242.6131891891892,3.4134234234234238,111,2025-06-01,241.20533928571427,234.03665765765768,2.386071428571429,2.0710328185328186,1.5899308236808238,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,7,243.46620535714283,3.797678571428571,112,2025-07-01,242.6131891891892,236.1058761061947,3.4134234234234238,2.6024141999142003,2.022573466323466,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,8,243.13154954954956,3.3447747747747747,111,2025-08-01,243.46620535714283,234.616375,3.797678571428571,3.199057807807808,2.491721096096096,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,9,243.72874107142857,3.78,112,2025-09-01,243.13154954954956,234.9477610619469,3.3447747747747747,3.51862558987559,2.794829204204204,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Housing,2025,11,244.26687272727276,3.3662727272727277,110,2025-11-01,270.43318417510574,235.08729203539824,2.2528612490201203,3.562387387387388,3.3443896396396395,0.0,0.0,1417.5,1,0.0,0,0,0,0,1,1,0,0,1,1,1,0
Housing,2025,12,244.0354054054054,3.582342342342342,111,2025-12-01,244.26687272727276,235.4787207207207,3.3662727272727277,3.573136363636364,3.540429899379899,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Medical,2023,1,383.8638571428572,3.091282051282051,70,2023-01-01,392.6802325581396,372.2741714285714,2.2528612490201203,2.3010632183908046,2.444925650557621,0.0,0.0,256.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1
Medical,2023,2,385.4403142857143,2.7011904761904764,70,2023-02-01,383.8638571428572,375.64527142857145,3.091282051282051,3.091282051282051,3.091282051282051,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,3,384.69862857142857,2.54953488372093,70,2023-03-01,385.4403142857143,375.2124142857143,2.7011904761904764,2.896236263736264,2.896236263736264,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,4,394.856976744186,2.3769767441860465,43,2023-04-01,384.69862857142857,384.7713023255814,2.54953488372093,2.7806691370644856,2.7806691370644856,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,5,396.1742093023256,2.239767441860465,43,2023-05-01,394.856976744186,385.7928372093023,2.3769767441860465,2.5425673680324845,2.679746038844876,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,6,396.8976046511629,1.89046511627907,43,2023-06-01,396.1742093023256,387.65769767441856,2.239767441860465,2.3887596899224808,2.5917503194479936,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,7,397.1317209302326,1.692093023255814,43,2023-07-01,396.8976046511629,389.22774418604655,1.89046511627907,2.1690697674418606,2.474869452253173,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,8,399.0564186046511,1.7051162790697676,43,2023-08-01,397.1317209302326,392.63256097560975,1.692093023255814,1.9407751937984496,2.241671280915466,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,9,400.29413953488375,1.7667441860465116,43,2023-09-01,399.0564186046511,392.9518837209303,1.7051162790697676,1.7625581395348835,2.0756589147286824,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,10,401.7270465116279,2.193953488372093,43,2023-10-01,400.29413953488375,371.0911081081081,1.7667441860465116,1.7213178294573643,1.945193798449612,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,11,402.8590930232558,2.468372093023256,43,2023-11-01,401.7270465116279,391.1572790697674,2.193953488372093,1.888604651162791,1.91468992248062,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2023,12,404.2529302325581,3.338604651162791,43,2023-12-01,402.8590930232558,392.6802325581396,2.468372093023256,2.143023255813954,1.9527906976744187,0.0,0.0,256.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Medical,2024,1,396.9746714285714,2.8906976744186044,70,2024-01-01,404.2529302325581,383.8638571428572,3.338604651162791,2.6669767441860466,2.1941472868217056,0.0,0.0,257.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Medical,2024,2,398.3315,2.927906976744186,70,2024-02-01,396.9746714285714,385.4403142857143,2.8906976744186044,2.89922480620155,2.3939147286821707,0.0,0.0,257.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Medical,2024,3,399.0163571428572,3.3281395348837206,70,2024-03-01,398.3315,384.69862857142857,2.927906976744186,3.052403100775194,2.597713178294573,0.0,0.0,257.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Medical,2024,4,410.9634651162791,3.411627906976744,43,2024-04-01,399.0163571428572,394.856976744186,3.3281395348837206,3.0489147286821705,2.8579457364341088,0.0,0.0,257.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Medical,2024,5,413.1504418604652,3.689767441860465,43,2024-05-01,410.9634651162791,396.1742093023256,3.411627906976744,3.222558139534884,3.0608914728682173,0.0,0.0,257.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Medical,2024,6,414.5342439024391,3.639268292682927,41,2024-06-01,413.1504418604652,396.8976046511629,3.689767441860465,3.4765116279069765,3.264457364341085,0.0,0.0,257.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
